Status;Tanque;Grupo de Peixes;Unidade Produtiva;Tipo de Tanque;Capacidade;und.;Volume;und;Fase de Produção
Ativa;R056;R056-LE04-Z_INA2;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R057;R057-LE04-Z_MV;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R059;R059-LE03-INA3;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R060;R060-LE05-Z_MV;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R061;R061-LE04-Z_INA2_MV;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R062;R062-LE04-Z_MV;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R063;R063-LE03-Z_INA2;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R064;R064-LE04-Z_MV;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R067;R067-LE03-Z_INA2;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R068;R068-LE03-INA3;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R069;R069-LE04-Z_MV;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R070;R070-LE04-Z_MV;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R072;R072-LE04-Z_MV;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R073;R073-LE04-Z_MV;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R074;R074-LE04-INA3;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R075;R075-LE04-INA3;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R078;R078-LE05-Z_MV;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R079;R079-LE04-Z_INA2;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R080;R080-LE04-Z_INA2;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R081;R081-LE05-Z_MV;QTR;R(6x6);20.000;px;108;m³;Recria
Ativa;R082;R082-LE05-Z_MV;QTR;R(6x6);20.000;px;108;m³;Recria
Vazio;R083;;QTR;E(6x6);20.000;px;108;m³;Engorda
Vazio;R084;;QTR;E(6x6);20.000;px;108;m³;Engorda
Vazio;R085;;QTR;E(6x6);20.000;px;108;m³;Engorda
Ativa;R01 QTR;USANDO;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R014;USANDO;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R02 QTR;USANDO;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R021;USANDO;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R022;USANDO;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R04;USANDO;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R04 QTR;USANDO;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R001;R001-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R002;R002-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R003;R003-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R004;R004-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R005;R005-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R006;R006-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R007;R007-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R008;R008-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R009;R009-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R010;R010-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R011;R011-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R012;R012-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R013;R013-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R015;R015-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R016;R016-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R017;R017-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R018;R018-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R019;R019-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R020;R020-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R023;R023-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R024;R024-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R025;R025-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R026;R026-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R027;R027-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R028;R028-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R029;R029-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R030;R030-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R031;R031-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R032;R032-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R033;R033-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R034;R034-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R035;R035-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R036;R036-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R037;R037-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R038;R038-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R039;R039-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R040;R040-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R041;R041-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R042;R042-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R043;R043-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R044;R044-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R045;R045-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R046;R046-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R047;R047-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R048;R048-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R049;R049-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R050;R050-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R051;R051-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R052;R052-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R053;R053-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R054;R054-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R055;R055-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R056;R056-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R058;R058-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R059;R059-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R060;R060-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R062;R062-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R063;R063-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R064;R064-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R065;R065-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R066;R066-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R067;R067-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R068;R068-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R069;R069-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R069;R069-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R070 ;R070-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R071;R071-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R073;R073-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R075 ;R075-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R076;R076-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R077;R077-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R078;R078-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R082;R082-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R083;R083-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R084;R084-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R085;R085-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R086;R086-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R087;R087-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R088;R088-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R090;R090-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R091;R091-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R092;R092-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R095;R095-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R098;R098-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R099;R099-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R100;R100-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R101;R101-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R102;R102-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R103;R103-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R104;R104-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R105;R105-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R106;R106-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R107;R107-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R108;R108-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R109;R109-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R110;R110-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R111;R111-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R112;R112-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R113;R113-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R113;R113-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R114;R114-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R115;R115-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R117;R117-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R118;R118-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R119;R119-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R120;R120-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R121;R121-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R122;R122-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R123;R123-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R124;R124-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R125;R125-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R126;R126-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R127;R127-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R128;R128-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R129;R129-LE04-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R130;R130-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R131;R131-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R132;R132-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R133;R133-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R134;R134-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R135;R135-LE05-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R140;R140-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R141;R141-LE04;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R142;R142-LE04;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R143;R143-LE04;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R144;R144-LE04;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R145;R145-LE04;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R146;R146-LE04-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R147;R147-LE04;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R148;R148-LE04;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R149;R149-LE04;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R150;R150-LE05-Z_MV;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;R2-074;R2-074-LE03-MV2;SFS;R(3x3);5.000;px;18;m³;Recria
Ativa;M1;M1-LE05-Z_MV;QTR;;35.000;px;;;Alevinagem
Ativa;M2;M2-LE05-Z_MV;QTR;;35.000;px;;;Alevinagem
Ativa;M3;M3-LA05;QTR;;35.000;px;;;Alevinagem
